idx,title,answer,class_name,source
2885,Get the Class from the class name.,"java.lang.Class.forName(),java.security.AccessController.doPrivileged(),java.lang.Thread.currentThread()","java.lang.Class,java.security.AccessController,java.lang.Thread",Tutorial Websites
2886,Get the Google+ ID from a plus.google.com url https://plus.google.com/118064008740771173119,java.lang.String.replaceAll(),java.lang.String,Tutorial Websites
2887,Get the Path File/Directory Name,"java.nio.file.Paths.get(),java.nio.file.Path.getFileName()","java.nio.file.Paths,java.nio.file.Path",Tutorial Websites
2888,Get the Path Parent,"java.nio.file.Paths.get(),java.nio.file.Path.getParent()","java.nio.file.Paths,java.nio.file.Path",Tutorial Websites
2889,Get the Path Root,"java.nio.file.Paths.get(),java.nio.file.Path.getRoot()","java.nio.file.Paths,java.nio.file.Path",Tutorial Websites
2890,Get the RGB colors from a RGB color value and store into an array (ignores alpha),java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
2891,Get the SOAP Binding style for the specified WSDL Port.,"javax.xml.namespace.QName.getLocalPart(),java.lang.String.equalsIgnoreCase()","javax.xml.namespace.QName,java.lang.String",Tutorial Websites
2892,Get the SOAP Use type for the specified operation.,"javax.xml.namespace.QName.getLocalPart(),java.lang.String.equalsIgnoreCase()","javax.xml.namespace.QName,java.lang.String",Tutorial Websites
2893,Get the SOAP address location for the specified port.,"javax.xml.namespace.QName.getLocalPart(),java.lang.String.equalsIgnoreCase()","javax.xml.namespace.QName,java.lang.String",Tutorial Websites
2894,Get the Soap Action URI from the operation's soap:operation extensibility element.,"javax.xml.namespace.QName.getLocalPart(),java.lang.String.equalsIgnoreCase()","javax.xml.namespace.QName,java.lang.String",Tutorial Websites
2895,Get the absolute position of the top left corner of the passed in JavaFX control,java.awt.event.WindowEvent.getWindow(),java.awt.event.WindowEvent,Tutorial Websites
2896,Get the attribute value under the specified name from the given XML element.,java.lang.Integer.parseInt(),java.lang.Integer,Tutorial Websites
2897,Get the bounds of the parent of the dragged component.,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getMaximumWindowBounds()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment",Tutorial Websites
2898,Get the brightness of a color.,"java.awt.Color.RGBtoHSB(),java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()",java.awt.Color,Tutorial Websites
2899,Get the class represented by the reflected type.,"java.lang.reflect.Array.newInstance(),java.lang.Object.getClass(),java.lang.reflect.WildcardType.getLowerBounds(),java.lang.String.format()","java.lang.reflect.Array,java.lang.Object,java.lang.reflect.WildcardType,java.lang.String",Tutorial Websites
2900,Get the current timestamp in a rfc-399 format.,"java.util.Formatter.format(),java.util.logging.SimpleFormatter.format(),java.util.logging.XMLFormatter.format(),java.util.logging.Formatter.format()","java.util.Formatter,java.util.logging.SimpleFormatter,java.util.logging.XMLFormatter,java.util.logging.Formatter",Tutorial Websites
2901,Get the default location for temporary directories,java.lang.System.getProperty(),java.lang.System,Tutorial Websites
2902,Get the defining target namespace of this XML element,"java.lang.String.indexOf(),java.lang.String.substring()",java.lang.String,Tutorial Websites
2903,Get the field label for JSF.,"java.util.ResourceBundle.getBundle(),java.lang.Thread.currentThread(),java.lang.Thread.getContextClassLoader()","java.util.ResourceBundle,java.lang.Thread,java.lang.Thread",Tutorial Websites
2904,Get the first XML element with the given name as a child of the given element.,org.w3c.dom.Element.getElementsByTagName(),org.w3c.dom.Element,Tutorial Websites
2905,Get the first child XML element with the specified name from the given parent node.,java.lang.String.equals(),java.lang.String,Tutorial Websites
2906,Get the first child node that is XML element node.,org.w3c.dom.Node.getChildNodes(),org.w3c.dom.Node,Tutorial Websites
2907,Get the full path to the first JAR in classpath that contains pattern as a substring.,"java.lang.System.getProperty(),java.lang.String.split(),java.lang.String.contains()","java.lang.System,java.lang.String",Tutorial Websites
2908,Get the index of the array item which is maximum.,java.lang.String.compareTo(),java.lang.String,Tutorial Websites
2909,Get the input encoding of the XML document.,java.lang.Object.getClass(),java.lang.Object,Tutorial Websites
2910,Get the last value from a List,"java.util.Arrays.asList(),java.util.List.isEmpty(),java.util.List.get(),java.util.List.size()","java.util.Arrays,java.util.List",Tutorial Websites
2911,Get the lightness associated to the given Color .,"java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue(),java.lang.Math.max(),java.lang.Math.min()","java.awt.Color,java.lang.Math",Tutorial Websites
2912,Get the local name from a qualified name for namespace,"java.lang.String.indexOf(),java.lang.String.substring()",java.lang.String,Tutorial Websites
2913,Get the log( exp( logX ) - exp( logY ) ).,"java.lang.Math.exp(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
2914,Get the meta annotation from given annotation.,java.lang.annotation.Annotation.annotationType(),java.lang.annotation.Annotation,Tutorial Websites
2915,Get the name from the supplied XML element.,org.w3c.dom.Element.getTagName(),org.w3c.dom.Element,Tutorial Websites
2916,Get the network mac address associated with a particular IP address,"java.net.InetAddress.getByName(),java.net.NetworkInterface.getByInetAddress(),java.net.NetworkInterface.getHardwareAddress(),java.lang.String.format()","java.net.InetAddress,java.net.NetworkInterface,java.lang.String",Tutorial Websites
2917,Get the next sibling XML element.,org.w3c.dom.Node.getNextSibling(),org.w3c.dom.Node,Tutorial Websites
2918,Get the parent logger for the driver,"java.sql.DriverManager.getDriver(),java.sql.Driver.getParentLogger()","java.sql.DriverManager,java.sql.Driver",Tutorial Websites
2919,Get the prefix from a qualified name in namespace,"java.lang.String.indexOf(),java.lang.String.substring()",java.lang.String,Tutorial Websites
2920,Get the previous sibling XML element.,org.w3c.dom.Node.getPreviousSibling(),org.w3c.dom.Node,Tutorial Websites
2921,Get the prime number above n,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2922,Get the prime number below n,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2923,Get the root cause of an exception,"java.lang.reflect.UndeclaredThrowableException.getCause(),java.lang.reflect.InvocationTargetException.getCause(),java.lang.ClassNotFoundException.getCause(),java.lang.Throwable.getCause(),java.lang.ExceptionInInitializerError.getCause()","java.lang.reflect.UndeclaredThrowableException,java.lang.reflect.InvocationTargetException,java.lang.ClassNotFoundException,java.lang.Throwable,java.lang.ExceptionInInitializerError",Tutorial Websites
2924,Get the screen bounds of each screen,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getScreenDevices(),java.awt.GraphicsDevice.getDefaultConfiguration()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment,java.awt.GraphicsDevice",Tutorial Websites
2925,Get the sine of an angle,"java.lang.Math.abs(),java.lang.Math.sin(),java.lang.Math.cos()",java.lang.Math,Tutorial Websites
2926,Get the sort order for a column given a RowSorter for the TableModel containing the column.,"javax.swing.RowSorter.getSortKeys(),javax.swing.RowSorter.SortKey.getSortOrder()","javax.swing.RowSorter,javax.swing.RowSorter.SortKey",Tutorial Websites
2927,Get the specified resource as a URL.,"java.lang.Thread.currentThread(),java.lang.Thread.getContextClassLoader(),java.lang.ClassLoader.getSystemResource()","java.lang.Thread,java.lang.Thread,java.lang.ClassLoader",Tutorial Websites
2928,Get the type of the field.,"java.lang.reflect.Field.getType(),java.lang.Class.isAssignableFrom(),java.lang.reflect.Field.getGenericType()","java.lang.reflect.Field,java.lang.Class",Tutorial Websites
2929,"Get the underlying class for a type, or null if the type is a variable type.",java.lang.reflect.Array.newInstance(),java.lang.reflect.Array,Tutorial Websites
2930,Get the value of the field in the given object.,"java.lang.reflect.AccessibleObject.setAccessible(),java.lang.reflect.Field.get()","java.lang.reflect.AccessibleObject,java.lang.reflect.Field",Tutorial Websites
2931,Get the value of the key set from the ThreadLocal instance,java.lang.ThreadLocal.get(),java.lang.ThreadLocal,Tutorial Websites
2932,Get the xml encoding of the document.,java.lang.Object.getClass(),java.lang.Object,Tutorial Websites
2933,Get time in milliseconds using Calendar,java.util.Calendar.getInstance(),java.util.Calendar,Tutorial Websites
2934,Get to know the Floating-point weirdness,"java.text.NumberFormat.getNumberInstance(),java.lang.String.format()","java.text.NumberFormat,java.lang.String",Tutorial Websites
2935,Get to the base exception (if any),"java.lang.Object.getClass(),java.lang.Class.getMethod(),java.lang.invoke.MethodHandle.invoke(),java.lang.reflect.InvocationHandler.invoke(),java.lang.reflect.Method.invoke()","java.lang.Object,java.lang.Class,java.lang.invoke.MethodHandle,java.lang.reflect.InvocationHandler,java.lang.reflect.Method",Tutorial Websites
2936,Get today without time fields,"java.util.Calendar.getInstance(),java.util.Calendar.getTime(),java.util.Calendar.set()",java.util.Calendar,Tutorial Websites
2937,Get twitter Privacy Policy,java.lang.System.exit(),java.lang.System,Tutorial Websites
2938,Get twitter Terms Of Service,java.lang.System.exit(),java.lang.System,Tutorial Websites
2939,Get twitter User Timeline,java.lang.System.exit(),java.lang.System,Tutorial Websites
2940,Get user time in nanoseconds via Management bean,"java.lang.management.ManagementFactory.getThreadMXBean(),java.lang.management.ThreadMXBean.isCurrentThreadCpuTimeSupported(),java.lang.management.ThreadMXBean.getCurrentThreadUserTime()","java.lang.management.ManagementFactory,java.lang.management.ThreadMXBean,java.lang.management.ThreadMXBean",Tutorial Websites
2941,Get value from ResourceBundle by Locale,"java.util.ResourceBundle.getBundle(),java.lang.String.toString()","java.util.ResourceBundle,java.lang.String",Tutorial Websites
2942,Get value of specified XML attribute as boolean.,"java.lang.String.equalsIgnoreCase(),org.w3c.dom.NamedNodeMap.getNamedItem()","java.lang.String,org.w3c.dom.NamedNodeMap",Tutorial Websites
2943,Get value of specified XML attribute as color.,"java.lang.Integer.parseInt(),org.w3c.dom.NamedNodeMap.getNamedItem()","java.lang.Integer,org.w3c.dom.NamedNodeMap",Tutorial Websites
2944,Get value of specified XML attribute as double.,"java.lang.Double.parseDouble(),org.w3c.dom.NamedNodeMap.getNamedItem()","java.lang.Double,org.w3c.dom.NamedNodeMap",Tutorial Websites
2945,Get value of specified XML attribute as integer.,"java.lang.Integer.parseInt(),org.w3c.dom.NamedNodeMap.getNamedItem()","java.lang.Integer,org.w3c.dom.NamedNodeMap",Tutorial Websites
2946,Gets (creates) a postgresql JDBC Connection class for the logical database name,java.lang.String.toString(),java.lang.String,Tutorial Websites
2947,Gets S3 Private ACL,java.security.acl.Acl.toString(),java.security.acl.Acl,Tutorial Websites
2948,Gets S3 Public-Read ACL,java.security.acl.Acl.toString(),java.security.acl.Acl,Tutorial Websites
2949,Gets S3 Public-Read-Write ACL,java.security.acl.Acl.toString(),java.security.acl.Acl,Tutorial Websites
2950,Gets a Map having a null value for each of the keys provided in keySet .,java.util.Collections.singletonList(),java.util.Collections,Tutorial Websites
2951,Gets a String's length or 0 if the String is null.,"java.lang.StringBuilder.length(),java.lang.StringBuffer.length(),java.lang.CharSequence.length(),java.lang.String.length()","java.lang.StringBuilder,java.lang.StringBuffer,java.lang.CharSequence,java.lang.String",Tutorial Websites
2952,"Gets a color that ""highlights"" a given color.","java.awt.Color.darker(),java.awt.Color.brighter()","java.awt.Color,java.awt.Color",Tutorial Websites
2953,Gets a list based on an iterator.,java.util.List.add(),java.util.List,Tutorial Websites
2954,Gets a list of available currencies from the JDK from all locales.,"java.util.Locale.getAvailableLocales(),java.lang.String.isEmpty(),java.util.Locale.getCountry(),java.util.Currency.getInstance()","java.util.Locale,java.lang.String,java.util.Currency",Tutorial Websites
2955,Gets a list of divisors of a number,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2956,"Gets a method and forces it to be accessible, even if it is not.","java.lang.reflect.AccessibleObject.isAccessible(),java.lang.reflect.AccessibleObject.setAccessible()","java.lang.reflect.AccessibleObject,java.lang.reflect.AccessibleObject",Tutorial Websites
2957,Gets a new Set that is the interleaved union of the Set s provided.,"java.util.Arrays.asList(),java.lang.String.contains()","java.util.Arrays,java.lang.String",Tutorial Websites
2958,Gets a private field value.,"java.lang.Class.getDeclaredField(),java.lang.reflect.AccessibleObject.setAccessible(),java.lang.reflect.Field.get()","java.lang.Class,java.lang.reflect.AccessibleObject,java.lang.reflect.Field",Tutorial Websites
2959,Gets a unit vector which bisects (p1 - p2) and (p3 - p2).,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2960,Gets a value from the Future .,java.util.concurrent.Future.get(),java.util.concurrent.Future,Tutorial Websites
2961,"Gets a vector perpendicular to the vector p2-p1, pointing to the right with respect to the direction of p2-p1.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2962,Gets all child XML elements.,org.w3c.dom.Node.getFirstChild(),org.w3c.dom.Node,Tutorial Websites
2963,Gets all prime numbers below max using the sieve of sundaram method,"java.util.Arrays.fill(),java.util.Arrays.copyOf()",java.util.Arrays,Tutorial Websites
2964,Gets an RSAPublicKey from the provided PEM encoding.,"java.security.cert.CertificateFactory.getInstance(),java.lang.String.getBytes(),java.security.cert.CertificateFactory.generateCertificate(),java.lang.String.startsWith()","java.security.cert.CertificateFactory,java.lang.String,java.security.cert.CertificateFactory",Tutorial Websites
